Nom du skin,2025-06-05,Steam - 2025-06-05,SkinBaron - 2025-06-05,Steam - 2025-06-06,SkinBaron - 2025-06-06,Steam - 2025-06-07,SkinBaron - 2025-06-07
M4A4 | Neo-Noir (Field-Tested),9.71,9.71,6.3,9.81,6.3,9.32,6.52
M4A4 | Neo-Noir (Minimal Wear),18.87,18.87,13.39,19.5,13.39,20.31,13.39
M4A4 | Neo-Noir (Well-Worn),8.86,8.86,6.26,9.0,6.26,9.21,6.31
M4A4 | Poly Mag (Battle-Scarred),0.07,0.07,0.03,0.08,0.03,0.08,0.03
M4A4 | Poly Mag (Factory New),0.34,0.34,0.25,0.35,0.25,0.34,0.25
M4A4 | Poly Mag (Field-Tested),0.09,0.09,0.04,0.08,0.04,0.08,0.05
M4A4 | Poly Mag (Minimal Wear),0.13,0.13,0.08,0.13,0.08,0.13,0.09
M4A4 | Poly Mag (Well-Worn),0.07,0.07,0.03,0.07,0.03,0.07,0.03
M4A4 | Polysoup (Battle-Scarred),4.21,4.21,2.52,4.19,2.52,4.2,2.59
M4A4 | Polysoup (Factory New),16.56,16.56,10.35,16.68,10.35,16.84,10.57
M4A4 | Polysoup (Field-Tested),5.83,6.0,3.65,6.11,3.65,6.53,3.73
M4A4 | Polysoup (Minimal Wear),10.01,10.01,6.3,10.42,6.3,10.48,6.12
M4A4 | Polysoup (Well-Worn),5.26,5.26,3.47,5.17,3.47,5.54,3.6
M4A4 | Poseidon (Factory New),,,1337.47,,1337.47,,1334.05
M4A4 | Poseidon (Field-Tested),,,1020.09,,1020.09,,1023.69
M4A4 | Poseidon (Minimal Wear),1500.88,1500.88,925.23,1500.88,925.23,1500.88,991.42
M4A4 | Radiation Hazard (Battle-Scarred),44.5,44.5,32.73,44.75,32.73,44.4,32.85
M4A4 | Radiation Hazard (Factory New),799.42,799.42,481.72,802.27,481.72,800.14,483.42
M4A4 | Radiation Hazard (Field-Tested),44.07,44.07,33.0,42.78,33.0,42.43,33.19
M4A4 | Radiation Hazard (Minimal Wear),149.32,149.32,94.53,150.3,94.53,159.96,94.52
M4A4 | Radiation Hazard (Well-Worn),48.8,48.8,35.66,48.76,35.66,48.79,34.51
M4A4 | Red DDPAT (Battle-Scarred),,,151.8,,151.8,,151.8
M4A4 | Red DDPAT (Factory New),145.5,145.5,100.4,152.96,100.4,150.85,101.98
M4A4 | Red DDPAT (Field-Tested),165.74,165.74,101.31,166.41,101.31,166.35,102.89
M4A4 | Red DDPAT (Minimal Wear),149.04,149.04,92.12,150.11,92.12,148.48,98.57
M4A4 | Red DDPAT (Well-Worn),284.93,284.93,127.49,286.82,127.49,275.59,128.63
M4A4 | Royal Paladin (Battle-Scarred),9.72,9.72,6.5,9.68,6.5,9.69,6.98
M4A4 | Royal Paladin (Factory New),111.01,111.01,82.62,111.24,82.62,114.94,82.38
M4A4 | Royal Paladin (Field-Tested),9.2,9.2,6.26,9.03,6.26,9.02,6.1
M4A4 | Royal Paladin (Minimal Wear),26.68,26.68,18.06,28.8,18.06,28.6,18.05
M4A4 | Royal Paladin (Well-Worn),10.85,10.85,6.82,10.0,6.82,10.82,6.93
M4A4 | Sheet Lightning (Battle-Scarred),6.11,6.11,4.98,6.15,4.98,5.93,5.75
M4A4 | Sheet Lightning (Factory New),27.4,27.4,21.96,27.25,21.96,29.58,24.6
M4A4 | Sheet Lightning (Field-Tested),7.62,7.62,5.84,7.55,5.84,7.15,5.79
M4A4 | Sheet Lightning (Minimal Wear),17.75,17.75,14.77,18.76,14.77,20.48,14.74
M4A4 | Sheet Lightning (Well-Worn),6.82,6.82,5.57,6.87,5.57,6.8,7.23
M4A4 | Spider Lily (Battle-Scarred),3.8,3.8,2.67,3.75,2.67,3.72,2.7
M4A4 | Spider Lily (Factory New),34.19,34.19,24.97,34.89,24.97,34.45,25.19
M4A4 | Spider Lily (Field-Tested),6.11,6.11,3.98,6.25,3.98,6.04,4.2
M4A4 | Spider Lily (Minimal Wear),12.5,12.5,8.51,12.93,8.51,13.07,8.76
M4A4 | Spider Lily (Well-Worn),4.41,4.41,2.96,4.41,2.96,4.27,3.11
M4A4 | Steel Work (Battle-Scarred),0.34,0.34,0.24,0.34,0.24,0.34,0.22
M4A4 | Steel Work (Factory New),0.61,0.61,0.48,0.6,0.48,0.6,0.49
M4A4 | Steel Work (Field-Tested),0.43,0.43,0.34,0.43,0.34,0.38,0.31
M4A4 | Steel Work (Minimal Wear),0.53,0.53,0.39,0.51,0.39,0.46,0.39
M4A4 | Steel Work (Well-Worn),0.35,0.35,0.33,0.35,0.33,0.3,0.35
M4A4 | Temukau (Battle-Scarred),7.76,7.76,5.57,7.76,5.57,7.75,5.57
M4A4 | Temukau (Factory New),146.92,146.92,111.1,149.15,111.1,148.75,110.98
M4A4 | Temukau (Field-Tested),13.26,13.26,9.38,13.7,9.38,13.65,9.48
M4A4 | Temukau (Minimal Wear),51.84,51.84,39.27,52.14,39.27,51.15,40.99
M4A4 | Temukau (Well-Worn),12.24,12.24,8.59,12.13,8.59,11.75,9.11
M4A4 | The Battlestar (Battle-Scarred),6.99,6.99,5.33,6.99,5.33,7.06,5.68
M4A4 | The Battlestar (Factory New),16.94,16.94,11.47,17.17,11.47,16.69,12.05
M4A4 | The Battlestar (Field-Tested),6.67,6.67,4.96,6.81,4.96,7.07,4.51
M4A4 | The Battlestar (Minimal Wear),8.76,8.76,5.62,8.17,5.62,8.11,5.76
M4A4 | The Battlestar (Well-Worn),12.12,12.12,9.94,12.08,9.94,12.08,10.04
M4A4 | The Coalition (Battle-Scarred),20.7,20.7,13.79,20.85,13.79,20.81,14.06
M4A4 | The Coalition (Factory New),401.47,401.47,276.11,401.59,276.11,401.7,278.69
M4A4 | The Coalition (Field-Tested),36.47,36.47,24.88,37.0,24.88,37.0,25.48
M4A4 | The Coalition (Minimal Wear),94.53,94.53,67.91,94.56,67.91,92.63,66.56
M4A4 | The Coalition (Well-Worn),20.58,20.58,14.61,20.5,14.61,20.55,14.62
M4A4 | The Emperor (Battle-Scarred),17.25,17.25,12.31,17.21,12.31,17.4,12.02
M4A4 | The Emperor (Factory New),249.38,249.38,164.71,249.46,164.71,254.68,171.07
M4A4 | The Emperor (Field-Tested),19.23,19.23,12.99,18.49,12.99,20.48,13.12
M4A4 | The Emperor (Minimal Wear),58.37,58.37,42.82,58.0,42.82,58.57,43.97
M4A4 | The Emperor (Well-Worn),17.75,17.75,12.06,17.21,12.06,17.36,12.7
M4A4 | Tooth Fairy (Battle-Scarred),3.0,3.0,2.2,3.34,2.2,3.02,2.38
M4A4 | Tooth Fairy (Factory New),11.31,11.31,7.8,11.33,7.8,11.3,7.8
M4A4 | Tooth Fairy (Field-Tested),3.64,3.64,2.45,3.62,2.45,3.53,2.45
M4A4 | Tooth Fairy (Minimal Wear),5.94,5.94,4.2,6.0,4.2,6.09,4.24
M4A4 | Tooth Fairy (Well-Worn),3.65,3.65,2.45,3.59,2.45,3.41,2.45
M4A4 | Tornado (Battle-Scarred),6.22,6.22,4.7,6.21,4.7,6.18,5.23
M4A4 | Tornado (Factory New),225.29,225.29,161.45,225.29,161.45,225.29,163.18
M4A4 | Tornado (Field-Tested),7.19,7.19,5.15,7.17,5.15,7.67,5.45
M4A4 | Tornado (Minimal Wear),24.63,24.63,18.27,25.3,18.27,24.85,20.11
M4A4 | Tornado (Well-Worn),7.5,7.5,5.54,7.24,5.54,7.08,5.99
M4A4 | Turbine (Battle-Scarred),0.64,0.64,0.44,0.7,0.44,0.64,0.44
M4A4 | Turbine (Factory New),4.98,4.98,3.43,5.11,3.43,5.36,3.44
M4A4 | Turbine (Field-Tested),0.85,0.86,0.52,0.83,0.52,0.86,0.52
M4A4 | Turbine (Minimal Wear),2.07,2.07,1.34,2.08,1.34,1.96,1.32
M4A4 | Turbine (Well-Worn),0.76,0.76,0.55,0.78,0.55,0.78,0.65
M4A4 | Urban DDPAT (Battle-Scarred),0.34,0.34,0.25,0.34,0.25,0.37,0.25
M4A4 | Urban DDPAT (Factory New),5.77,5.77,3.8,5.64,3.8,5.56,3.93
M4A4 | Urban DDPAT (Field-Tested),0.39,0.39,0.27,0.41,0.27,0.39,0.22
M4A4 | Urban DDPAT (Minimal Wear),0.5,0.5,0.33,0.5,0.33,0.48,0.36
M4A4 | Urban DDPAT (Well-Worn),0.36,0.36,0.26,0.36,0.26,0.38,0.26
M4A4 | X-Ray (Factory New),38.38,38.38,31.27,37.83,31.27,37.57,31.27
M4A4 | X-Ray (Field-Tested),24.62,24.62,16.23,23.86,16.23,23.82,17.17
M4A4 | X-Ray (Minimal Wear),23.98,23.98,17.32,23.98,17.32,23.64,17.98
M4A4 | Zirka (Factory New),49.94,49.94,37.04,50.27,37.04,49.82,36.92
M4A4 | Zirka (Field-Tested),36.63,36.63,27.2,36.63,27.2,36.83,27.3
M4A4 | Zirka (Minimal Wear),41.0,41.0,26.99,41.0,26.99,40.98,27.34
M4A4 | Zirka (Well-Worn),38.77,38.77,30.94,32.98,30.94,38.72,38.98
M4A4 | 龍王 (Dragon King) (Battle-Scarred),14.42,14.42,9.92,14.84,9.92,14.51,10.27
M4A4 | 龍王 (Dragon King) (Factory New),38.77,38.77,28.97,39.11,28.97,39.1,28.66
M4A4 | 龍王 (Dragon King) (Field-Tested),14.45,14.22,9.93,14.23,9.93,14.38,9.97
M4A4 | 龍王 (Dragon King) (Minimal Wear),19.46,19.46,13.91,20.59,13.91,20.81,14.7
M4A4 | 龍王 (Dragon King) (Well-Worn),14.0,14.0,10.9,14.69,10.9,14.68,11.82
MAC-10 | Acid Hex (Battle-Scarred),0.2,0.2,0.21,0.2,0.21,0.17,0.19
MAC-10 | Acid Hex (Factory New),0.85,0.85,0.68,0.84,0.68,0.82,0.68
MAC-10 | Acid Hex (Field-Tested),0.39,0.39,0.3,0.38,0.3,0.36,0.28
MAC-10 | Acid Hex (Minimal Wear),0.69,0.69,0.46,0.69,0.46,0.69,0.45
MAC-10 | Acid Hex (Well-Worn),0.28,0.28,0.27,0.23,0.27,0.24,0.32
MAC-10 | Allure (Battle-Scarred),0.36,0.36,0.24,0.35,0.24,0.35,0.25
MAC-10 | Allure (Factory New),2.08,2.08,1.36,2.01,1.36,1.99,1.39
MAC-10 | Allure (Field-Tested),0.46,0.46,0.3,0.46,0.3,0.46,0.3
MAC-10 | Allure (Minimal Wear),0.85,0.85,0.55,0.85,0.55,0.85,0.54
MAC-10 | Allure (Well-Worn),0.37,0.37,0.26,0.36,0.26,0.36,0.26
MAC-10 | Aloha (Battle-Scarred),2.81,2.81,2.16,2.81,2.16,2.81,2.27
MAC-10 | Aloha (Factory New),4.77,4.77,3.37,4.33,3.37,4.28,3.58
MAC-10 | Aloha (Field-Tested),3.03,3.03,2.16,3.02,2.16,3.03,2.17
MAC-10 | Aloha (Minimal Wear),3.18,3.18,2.33,3.04,2.33,3.28,2.44
MAC-10 | Aloha (Well-Worn),2.93,2.93,1.98,2.93,1.98,2.9,3.04
MAC-10 | Amber Fade (Factory New),22.88,24.2,16.05,24.2,16.05,24.0,16.05
MAC-10 | Amber Fade (Field-Tested),18.81,18.81,12.95,18.24,12.95,19.61,13.11
MAC-10 | Amber Fade (Minimal Wear),18.56,18.56,13.62,18.56,13.62,18.6,13.82
MAC-10 | Amber Fade (Well-Worn),25.0,25.0,21.25,25.0,21.25,25.0,21.87
MAC-10 | Bronzer (Battle-Scarred),0.05,0.05,0.03,0.05,0.03,0.06,0.02
MAC-10 | Bronzer (Factory New),0.11,0.11,0.06,0.11,0.06,0.11,0.1
MAC-10 | Bronzer (Field-Tested),0.06,0.06,0.03,0.06,0.03,0.06,0.04
MAC-10 | Bronzer (Minimal Wear),0.06,0.06,0.04,0.07,0.04,0.07,0.05
MAC-10 | Bronzer (Well-Worn),0.06,0.06,0.03,0.06,0.03,0.05,0.03
MAC-10 | Button Masher (Battle-Scarred),0.34,0.34,0.24,0.34,0.24,0.34,0.23
MAC-10 | Button Masher (Factory New),1.79,1.79,1.23,1.79,1.23,1.78,1.38
MAC-10 | Button Masher (Field-Tested),0.37,0.37,0.24,0.37,0.24,0.37,0.24
MAC-10 | Button Masher (Minimal Wear),0.77,0.77,0.57,0.76,0.57,0.76,0.59
MAC-10 | Button Masher (Well-Worn),0.34,0.34,0.21,0.34,0.21,0.32,0.21
MAC-10 | Calf Skin (Battle-Scarred),0.08,0.08,0.03,0.08,0.03,0.08,0.04
MAC-10 | Calf Skin (Factory New),0.3,0.3,0.18,0.31,0.18,0.27,0.19
MAC-10 | Calf Skin (Field-Tested),0.08,0.08,0.03,0.08,0.03,0.08,0.03
MAC-10 | Calf Skin (Minimal Wear),0.16,0.16,0.09,0.15,0.09,0.15,0.09
MAC-10 | Calf Skin (Well-Worn),0.08,0.08,0.03,0.08,0.03,0.08,0.03
MAC-10 | Candy Apple (Factory New),0.73,0.73,0.47,0.71,0.47,0.69,0.49
MAC-10 | Candy Apple (Field-Tested),0.46,0.46,0.31,0.46,0.31,0.46,0.29
MAC-10 | Candy Apple (Minimal Wear),0.49,0.49,0.35,0.46,0.35,0.46,0.36
MAC-10 | Carnivore (Battle-Scarred),0.2,0.2,0.13,0.21,0.13,0.2,0.16
MAC-10 | Carnivore (Factory New),0.86,0.86,0.6,0.85,0.6,0.86,0.62
MAC-10 | Carnivore (Field-Tested),0.26,0.26,0.17,0.26,0.17,0.24,0.17
MAC-10 | Carnivore (Minimal Wear),0.28,0.28,0.18,0.28,0.18,0.27,0.21
MAC-10 | Carnivore (Well-Worn),0.21,0.21,0.15,0.2,0.15,0.2,0.14
MAC-10 | Case Hardened (Battle-Scarred),165.9,165.9,102.14,166.41,102.14,166.35,113.75
MAC-10 | Case Hardened (Factory New),175.54,175.54,102.01,173.61,102.01,174.05,102.37
MAC-10 | Case Hardened (Field-Tested),145.22,145.22,100.91,144.68,100.91,145.04,102.37
MAC-10 | Case Hardened (Minimal Wear),141.04,141.04,96.35,142.07,96.35,143.83,99.57
MAC-10 | Case Hardened (Well-Worn),140.16,140.16,101.98,149.15,101.98,147.82,102.89
MAC-10 | Classic Crate (Battle-Scarred),0.21,0.21,0.16,0.2,0.16,0.21,0.16
MAC-10 | Classic Crate (Factory New),0.52,0.52,0.34,0.5,0.34,0.5,0.34
MAC-10 | Classic Crate (Field-Tested),0.28,0.28,0.19,0.3,0.19,0.28,0.19
MAC-10 | Classic Crate (Minimal Wear),0.32,0.32,0.19,0.31,0.19,0.27,0.2
MAC-10 | Classic Crate (Well-Worn),0.23,0.23,0.17,0.24,0.17,0.23,0.16
MAC-10 | Commuter (Battle-Scarred),14.89,14.89,9.55,16.41,9.55,16.36,9.63
MAC-10 | Commuter (Factory New),26.02,26.02,18.34,25.71,18.34,24.97,25.79
MAC-10 | Commuter (Field-Tested),15.84,15.84,14.8,15.84,14.8,15.84,14.69
MAC-10 | Commuter (Minimal Wear),13.8,13.8,13.05,13.8,13.05,13.8,20.74
MAC-10 | Commuter (Well-Worn),18.94,18.94,13.64,18.24,13.64,18.9,14.51
MAC-10 | Copper Borre (Battle-Scarred),364.73,364.73,163.64,367.13,163.64,363.87,234.6
MAC-10 | Copper Borre (Factory New),236.32,236.32,169.09,236.38,169.09,236.38,195.26
MAC-10 | Copper Borre (Field-Tested),194.6,194.6,150.0,195.86,150.0,194.39,163.93
MAC-10 | Copper Borre (Minimal Wear),262.14,262.14,152.99,263.87,152.99,261.53,154.36
MAC-10 | Copper Borre (Well-Worn),262.14,262.14,149.86,262.14,149.86,263.87,149.86
MAC-10 | Curse (Battle-Scarred),16.99,16.99,15.02,16.99,15.02,16.96,15.61
MAC-10 | Curse (Factory New),15.71,15.71,11.27,15.71,11.27,15.71,11.93
MAC-10 | Curse (Field-Tested),12.51,12.51,8.85,12.56,8.85,12.48,9.33
MAC-10 | Curse (Minimal Wear),13.11,13.11,9.42,13.47,9.42,13.41,9.41
MAC-10 | Curse (Well-Worn),16.12,16.12,9.55,16.21,9.55,16.16,11.03
MAC-10 | Derailment (Battle-Scarred),3.91,3.91,2.43,3.92,2.43,3.93,3.07
MAC-10 | Derailment (Factory New),14.41,14.41,10.02,16.06,10.02,15.66,11.51
MAC-10 | Derailment (Field-Tested),4.66,4.66,3.28,4.56,3.28,4.42,3.59
MAC-10 | Derailment (Minimal Wear),9.46,9.46,6.69,9.73,6.69,9.89,6.78
MAC-10 | Derailment (Well-Worn),4.34,4.34,2.7,4.37,2.7,4.17,2.7
MAC-10 | Disco Tech (Battle-Scarred),2.31,2.31,1.74,2.3,1.74,2.32,1.74
MAC-10 | Disco Tech (Factory New),19.36,19.36,13.89,19.39,13.89,19.68,13.91
MAC-10 | Disco Tech (Field-Tested),3.42,3.42,2.27,3.64,2.27,3.5,2.27
MAC-10 | Disco Tech (Minimal Wear),7.89,7.89,5.1,8.17,5.1,7.98,5.05
MAC-10 | Disco Tech (Well-Worn),3.11,3.11,1.88,2.9,1.88,2.87,1.9
MAC-10 | Echoing Sands (Battle-Scarred),0.21,0.21,0.1,0.16,0.1,0.19,0.1
MAC-10 | Echoing Sands (Factory New),0.69,0.69,0.41,0.65,0.41,0.7,0.43
MAC-10 | Echoing Sands (Field-Tested),0.25,0.25,0.08,0.26,0.08,0.24,0.09
MAC-10 | Echoing Sands (Minimal Wear),0.34,0.34,0.19,0.37,0.19,0.32,0.18
MAC-10 | Echoing Sands (Well-Worn),0.21,0.21,0.12,0.23,0.12,0.23,0.15
MAC-10 | Ensnared (Battle-Scarred),0.08,0.08,0.03,0.07,0.03,0.08,0.03
MAC-10 | Ensnared (Factory New),0.32,0.32,0.23,0.34,0.23,0.34,0.26
MAC-10 | Ensnared (Field-Tested),0.08,0.08,0.03,0.08,0.03,0.07,0.03
MAC-10 | Ensnared (Minimal Wear),0.13,0.13,0.08,0.13,0.08,0.13,0.09
MAC-10 | Ensnared (Well-Worn),0.07,0.07,0.03,0.07,0.03,0.07,0.03
MAC-10 | Fade (Factory New),69.42,69.42,47.79,69.54,47.79,71.03,50.68
MAC-10 | Fade (Minimal Wear),97.34,97.34,55.54,98.37,55.54,98.37,48.91
MAC-10 | Gold Brick (Battle-Scarred),74.35,74.35,44.54,74.08,44.54,74.25,44.54
MAC-10 | Gold Brick (Factory New),87.81,87.81,58.5,88.46,58.5,87.49,60.98
MAC-10 | Gold Brick (Field-Tested),61.29,61.29,45.9,61.38,45.9,61.38,46.07
MAC-10 | Gold Brick (Minimal Wear),74.1,74.1,52.32,74.58,52.32,73.91,52.32
MAC-10 | Gold Brick (Well-Worn),90.0,90.0,94.68,90.0,94.68,90.0,94.68
MAC-10 | Graven (Battle-Scarred),34.97,34.97,25.17,35.11,25.17,34.84,25.17
MAC-10 | Graven (Factory New),72.13,72.13,38.05,72.35,38.05,72.33,41.99
MAC-10 | Graven (Field-Tested),35.3,35.3,24.85,35.3,24.85,35.26,24.85
MAC-10 | Graven (Minimal Wear),38.92,38.92,29.32,38.93,29.32,38.68,30.0
MAC-10 | Graven (Well-Worn),35.0,35.0,25.7,35.0,25.7,35.0,34.91
MAC-10 | Heat (Battle-Scarred),4.45,4.45,2.58,4.6,2.58,4.61,2.62
MAC-10 | Heat (Factory New),16.0,16.0,10.47,16.0,10.47,15.78,11.09
MAC-10 | Heat (Field-Tested),6.47,6.47,3.8,6.47,3.8,6.37,4.03
MAC-10 | Heat (Minimal Wear),11.39,11.39,8.01,11.2,8.01,11.11,8.01
MAC-10 | Heat (Well-Worn),4.75,4.75,2.98,4.87,2.98,4.87,2.88
MAC-10 | Hot Snakes (Battle-Scarred),226.82,226.82,136.36,226.82,136.36,226.27,150.59
MAC-10 | Hot Snakes (Factory New),644.76,644.76,293.86,648.52,293.86,646.43,323.87
MAC-10 | Hot Snakes (Field-Tested),315.71,315.71,189.0,314.52,189.0,227.4,192.36
MAC-10 | Hot Snakes (Minimal Wear),524.29,524.29,252.27,527.74,252.27,527.74,252.35
MAC-10 | Hot Snakes (Well-Worn),,,188.05,,188.05,,209.73
MAC-10 | Indigo (Battle-Scarred),4.37,4.37,3.27,4.37,3.27,4.5,3.56
MAC-10 | Indigo (Factory New),33.43,33.43,20.39,32.7,20.39,30.9,21.27
MAC-10 | Indigo (Field-Tested),4.54,4.54,3.03,4.52,3.03,4.6,3.31
MAC-10 | Indigo (Minimal Wear),5.49,5.49,4.2,5.49,4.2,5.49,4.8
MAC-10 | Indigo (Well-Worn),4.37,4.37,3.25,4.4,3.25,4.48,3.41
MAC-10 | Lapis Gator (Battle-Scarred),1.1,1.1,1.17,1.1,1.17,1.08,1.27
MAC-10 | Lapis Gator (Factory New),1.24,1.24,0.93,1.23,0.93,1.27,0.93
MAC-10 | Lapis Gator (Field-Tested),0.83,0.83,0.55,0.78,0.55,0.82,0.55
MAC-10 | Lapis Gator (Minimal Wear),0.92,0.92,0.64,0.85,0.64,0.96,0.64
MAC-10 | Lapis Gator (Well-Worn),0.69,0.69,0.55,0.69,0.55,0.7,0.56
MAC-10 | Last Dive (Battle-Scarred),2.1,2.1,1.94,2.21,1.94,2.22,2.01
MAC-10 | Last Dive (Factory New),3.93,3.93,2.78,3.88,2.78,4.05,2.78
MAC-10 | Last Dive (Field-Tested),2.25,2.25,1.53,2.25,1.53,2.18,1.54
MAC-10 | Last Dive (Minimal Wear),2.65,2.65,1.84,2.64,1.84,2.64,1.88
MAC-10 | Last Dive (Well-Worn),2.93,2.93,1.65,2.92,1.65,2.9,1.66
MAC-10 | Light Box (Battle-Scarred),0.09,0.09,0.05,0.09,0.05,0.09,0.06
MAC-10 | Light Box (Factory New),0.7,0.7,0.44,0.72,0.44,0.74,0.46
MAC-10 | Light Box (Field-Tested),0.12,0.12,0.07,0.12,0.07,0.11,0.07
MAC-10 | Light Box (Minimal Wear),0.19,0.19,0.12,0.19,0.12,0.21,0.13
MAC-10 | Light Box (Well-Worn),0.09,0.09,0.05,0.09,0.05,0.09,0.06
MAC-10 | Malachite (Battle-Scarred),1.91,1.91,1.59,1.91,1.59,1.91,1.58
MAC-10 | Malachite (Factory New),5.23,5.23,3.6,5.13,3.6,5.14,4.02
MAC-10 | Malachite (Field-Tested),2.02,2.02,1.42,2.0,1.42,1.88,1.42
MAC-10 | Malachite (Minimal Wear),3.0,3.0,2.09,2.89,2.09,2.87,2.08
MAC-10 | Malachite (Well-Worn),1.8,1.8,1.45,1.81,1.45,1.81,1.57
MAC-10 | Monkeyflage (Battle-Scarred),0.07,0.07,0.02,0.07,0.02,0.07,0.02
MAC-10 | Monkeyflage (Factory New),0.35,0.35,0.23,0.32,0.23,0.32,0.23
MAC-10 | Monkeyflage (Field-Tested),0.08,0.08,0.04,0.08,0.04,0.08,0.05
MAC-10 | Monkeyflage (Minimal Wear),0.13,0.13,0.08,0.13,0.08,0.13,0.09
MAC-10 | Monkeyflage (Well-Worn),0.07,0.07,0.02,0.07,0.02,0.07,0.02
MAC-10 | Neon Rider (Factory New),18.21,18.21,13.04,18.2,13.04,18.13,13.05
MAC-10 | Neon Rider (Field-Tested),10.66,10.66,7.32,10.62,7.32,10.74,7.28
MAC-10 | Neon Rider (Minimal Wear),11.89,11.89,8.0,11.96,8.0,12.65,8.04
MAC-10 | Neon Rider (Well-Worn),10.7,10.7,7.97,10.93,7.97,10.96,7.97
MAC-10 | Nuclear Garden (Battle-Scarred),8.18,8.18,6.79,8.2,6.79,8.18,6.82
MAC-10 | Nuclear Garden (Factory New),16.53,16.53,10.13,16.61,10.13,16.48,10.52
MAC-10 | Nuclear Garden (Field-Tested),8.19,8.19,6.19,8.62,6.19,9.13,6.53
MAC-10 | Nuclear Garden (Minimal Wear),11.44,11.44,8.15,11.18,8.15,11.13,8.33
MAC-10 | Nuclear Garden (Well-Worn),8.58,8.58,7.51,8.58,7.51,8.59,7.99
MAC-10 | Oceanic (Battle-Scarred),0.13,0.13,0.08,0.13,0.08,0.13,0.08
MAC-10 | Oceanic (Factory New),0.39,0.39,0.27,0.35,0.27,0.38,0.28
MAC-10 | Oceanic (Field-Tested),0.19,0.19,0.09,0.19,0.09,0.18,0.13
MAC-10 | Oceanic (Minimal Wear),0.24,0.24,0.11,0.21,0.11,0.21,0.15
MAC-10 | Oceanic (Well-Worn),0.17,0.17,0.11,0.19,0.11,0.17,0.13
MAC-10 | Palm (Battle-Scarred),0.08,0.08,0.04,0.08,0.04,0.08,0.05
MAC-10 | Palm (Factory New),0.37,0.37,0.29,0.37,0.29,0.37,0.28
MAC-10 | Palm (Field-Tested),0.1,0.1,0.05,0.1,0.05,0.1,0.05
MAC-10 | Palm (Minimal Wear),0.21,0.21,0.13,0.21,0.13,0.21,0.12
MAC-10 | Palm (Well-Worn),0.09,0.09,0.05,0.09,0.05,0.08,0.05
MAC-10 | Pipe Down (Battle-Scarred),0.55,0.55,0.37,0.55,0.37,0.58,0.4
MAC-10 | Pipe Down (Factory New),3.19,3.19,2.07,3.06,2.07,3.0,2.39
MAC-10 | Pipe Down (Field-Tested),0.59,0.59,0.41,0.6,0.41,0.62,0.42
MAC-10 | Pipe Down (Minimal Wear),1.18,1.18,0.76,1.15,0.76,1.09,0.76
MAC-10 | Pipe Down (Well-Worn),0.59,0.59,0.39,0.58,0.39,0.57,0.39
MAC-10 | Pipsqueak (Battle-Scarred),0.53,0.53,0.39,0.53,0.39,0.52,0.37
MAC-10 | Pipsqueak (Factory New),3.59,3.75,2.62,3.8,2.62,3.86,2.59
MAC-10 | Pipsqueak (Field-Tested),0.74,0.74,0.51,0.73,0.51,0.75,0.49
MAC-10 | Pipsqueak (Minimal Wear),1.45,1.45,0.95,1.47,0.95,1.47,0.99
MAC-10 | Pipsqueak (Well-Worn),0.57,0.57,0.4,0.58,0.4,0.59,0.39
MAC-10 | Poplar Thicket (Battle-Scarred),0.76,0.76,0.48,0.69,0.48,0.71,0.72
MAC-10 | Poplar Thicket (Factory New),3.19,3.19,2.51,3.11,2.51,3.25,2.78
MAC-10 | Poplar Thicket (Field-Tested),1.26,1.26,0.97,1.26,0.97,1.26,0.82
MAC-10 | Poplar Thicket (Minimal Wear),2.53,2.53,1.91,2.22,1.91,2.38,2.06
MAC-10 | Poplar Thicket (Well-Worn),0.92,0.92,0.82,0.92,0.82,0.92,1.05
MAC-10 | Propaganda (Battle-Scarred),44.11,44.11,29.07,44.22,29.07,44.08,31.3
MAC-10 | Propaganda (Factory New),63.83,63.83,43.69,63.67,43.69,63.11,44.76
MAC-10 | Propaganda (Field-Tested),48.44,48.44,34.37,48.77,34.37,48.84,34.4
MAC-10 | Propaganda (Minimal Wear),55.84,55.84,38.52,56.21,38.52,55.16,40.48
MAC-10 | Propaganda (Well-Worn),46.08,46.08,31.83,46.08,31.83,46.05,31.83
MAC-10 | Rangeen (Battle-Scarred),0.25,0.25,0.18,0.23,0.18,0.24,0.18
MAC-10 | Rangeen (Factory New),0.78,0.78,0.55,0.8,0.55,0.81,0.54
MAC-10 | Rangeen (Field-Tested),0.27,0.27,0.19,0.27,0.19,0.27,0.19
MAC-10 | Rangeen (Minimal Wear),0.46,0.46,0.34,0.48,0.34,0.46,0.34
MAC-10 | Rangeen (Well-Worn),0.27,0.27,0.22,0.31,0.22,0.31,0.21
MAC-10 | Red Filigree (Factory New),134.48,134.48,102.01,135.73,102.01,135.15,102.19
MAC-10 | Red Filigree (Field-Tested),114.65,114.65,78.82,114.65,78.82,114.37,135.0
MAC-10 | Red Filigree (Minimal Wear),131.06,131.06,85.23,131.93,85.23,130.76,92.18
MAC-10 | Red Filigree (Well-Worn),235.61,235.61,130.0,237.48,130.0,235.37,130.0
MAC-10 | Saibā Oni (Battle-Scarred),0.81,0.81,0.49,0.8,0.49,0.83,0.49
MAC-10 | Saibā Oni (Factory New),4.28,4.28,2.68,4.34,2.68,4.4,2.79
